FREQ	Frequenza	REF_AREA	Territorio	DATA_TYPE	Indicatore	FORM_VOLUNT	Tipo di volontariato	TIME_PERIOD	Osservazione	OBS_STATUS	'Stato dell"'osservazione'
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2013	21.9		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2023	19.8		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	1421		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	481		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	2618		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	2036		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	4039		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	2516		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	20.1		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	8.3		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	18.9		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	13.8		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	21		
A	Annuale	ITDA	Trentino Alto Adige / Südtirol	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	13.9		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2013	35		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2023	25		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2013	72		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2023	71		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2013	8.2		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2023	5.5		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2013	16.9		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2023	15.8		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2013	23		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2023	18.3		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	1035		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	234		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	1387		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	917		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	2422		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	1151		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	29.5		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	9.5		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	19.2		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	13		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	24.7		
A	Annuale	ITD1	Provincia Autonoma Bolzano / Bozen	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	14		
A	Annuale	ITD2	Provincia Autonoma Trento	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2013	35		
A	Annuale	ITD2	Provincia Autonoma Trento	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2023	33		
A	Annuale	ITD2	Provincia Autonoma Trento	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2013	67		
A	Annuale	ITD2	Provincia Autonoma Trento	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2023	77		
A	Annuale	ITD2	Provincia Autonoma Trento	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2013	7.9		
A	Annuale	ITD2	Provincia Autonoma Trento	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2023	7.2		
A	Annuale	ITD2	Provincia Autonoma Trento	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2013	14.8		
A	Annuale	ITD2	Provincia Autonoma Trento	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2023	16.5		
A	Annuale	ITD2	Provincia Autonoma Trento	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2013	20.9		
A	Annuale	ITD2	Provincia Autonoma Trento	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2023	21.2		
A	Annuale	ITD2	Provincia Autonoma Trento	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	386		
A	Annuale	ITD2	Provincia Autonoma Trento	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	247		
A	Annuale	ITD2	Provincia Autonoma Trento	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	1231		
A	Annuale	ITD2	Provincia Autonoma Trento	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	1118		
A	Annuale	ITD2	Provincia Autonoma Trento	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	1617		
A	Annuale	ITD2	Provincia Autonoma Trento	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	1366		
A	Annuale	ITD2	Provincia Autonoma Trento	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	10.9		
A	Annuale	ITD2	Provincia Autonoma Trento	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	7.4		
A	Annuale	ITD2	Provincia Autonoma Trento	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	18.5		
A	Annuale	ITD2	Provincia Autonoma Trento	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	14.5		
A	Annuale	ITD2	Provincia Autonoma Trento	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	17.2		
A	Annuale	ITD2	Provincia Autonoma Trento	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	13.8		
A	Annuale	ITD3	Veneto	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2013	322		
A	Annuale	ITD3	Veneto	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2023	261		
A	Annuale	ITD3	Veneto	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2013	458		
A	Annuale	ITD3	Veneto	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2023	369		
A	Annuale	ITD3	Veneto	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2013	7.6		
A	Annuale	ITD3	Veneto	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2023	6.2		
A	Annuale	ITD3	Veneto	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2013	10.9		
A	Annuale	ITD3	Veneto	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2023	8.7		
A	Annuale	ITD3	Veneto	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2013	17.4		
A	Annuale	ITD3	Veneto	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2023	12.7		
A	Annuale	ITD3	Veneto	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	4538		
A	Annuale	ITD3	Veneto	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	3072		
A	Annuale	ITD3	Veneto	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	8239		
A	Annuale	ITD3	Veneto	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	5877		
A	Annuale	ITD3	Veneto	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	12777		
A	Annuale	ITD3	Veneto	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	8949		
A	Annuale	ITD3	Veneto	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	14.1		
A	Annuale	ITD3	Veneto	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	11.8		
A	Annuale	ITD3	Veneto	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	18		
A	Annuale	ITD3	Veneto	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	15.9		
A	Annuale	ITD3	Veneto	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	17.4		
A	Annuale	ITD3	Veneto	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	16.7		
A	Annuale	ITD4	Friuli-Venezia Giulia	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2013	75		
A	Annuale	ITD4	Friuli-Venezia Giulia	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2023	74		
A	Annuale	ITD4	Friuli-Venezia Giulia	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2013	98		
A	Annuale	ITD4	Friuli-Venezia Giulia	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2023	93		
A	Annuale	ITD4	Friuli-Venezia Giulia	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2013	7.1		
A	Annuale	ITD4	Friuli-Venezia Giulia	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2023	7		
A	Annuale	ITD4	Friuli-Venezia Giulia	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2013	9.2		
A	Annuale	ITD4	Friuli-Venezia Giulia	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2023	8.8		
A	Annuale	ITD4	Friuli-Venezia Giulia	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2013	15.1		
A	Annuale	ITD4	Friuli-Venezia Giulia	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2023	14.4		
A	Annuale	ITD4	Friuli-Venezia Giulia	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	1297		
A	Annuale	ITD4	Friuli-Venezia Giulia	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	649		
A	Annuale	ITD4	Friuli-Venezia Giulia	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	2859		
A	Annuale	ITD4	Friuli-Venezia Giulia	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	1697		
A	Annuale	ITD4	Friuli-Venezia Giulia	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	4156		
A	Annuale	ITD4	Friuli-Venezia Giulia	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	2346		
A	Annuale	ITD4	Friuli-Venezia Giulia	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	17.2		
A	Annuale	ITD4	Friuli-Venezia Giulia	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	8.8		
A	Annuale	ITD4	Friuli-Venezia Giulia	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	29.1		
A	Annuale	ITD4	Friuli-Venezia Giulia	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	18.3		
A	Annuale	ITD4	Friuli-Venezia Giulia	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	25.8		
A	Annuale	ITD4	Friuli-Venezia Giulia	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	15.5		
A	Annuale	ITD5	Emilia-Romagna	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2013	240		
A	Annuale	ITD5	Emilia-Romagna	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2023	234		
A	Annuale	ITD5	Emilia-Romagna	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2013	326		
A	Annuale	ITD5	Emilia-Romagna	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2023	301		
A	Annuale	ITD5	Emilia-Romagna	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2013	6.2		
A	Annuale	ITD5	Emilia-Romagna	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2023	6		
A	Annuale	ITD5	Emilia-Romagna	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2013	8.5		
A	Annuale	ITD5	Emilia-Romagna	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2023	7.8		
A	Annuale	ITD5	Emilia-Romagna	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2013	13.7		
A	Annuale	ITD5	Emilia-Romagna	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2023	11.7		
A	Annuale	ITD5	Emilia-Romagna	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	3849		
A	Annuale	ITD5	Emilia-Romagna	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	2714		
A	Annuale	ITD5	Emilia-Romagna	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	6502		
A	Annuale	ITD5	Emilia-Romagna	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	5370		
A	Annuale	ITD5	Emilia-Romagna	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	10351		
A	Annuale	ITD5	Emilia-Romagna	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	8084		
A	Annuale	ITD5	Emilia-Romagna	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	16		
A	Annuale	ITD5	Emilia-Romagna	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	11.6		
A	Annuale	ITD5	Emilia-Romagna	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	20		
A	Annuale	ITD5	Emilia-Romagna	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	17.8		
A	Annuale	ITD5	Emilia-Romagna	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	19.7		
A	Annuale	ITD5	Emilia-Romagna	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	17.9		
A	Annuale	ITE	Centro	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2013	702		
A	Annuale	ITE	Centro	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2023	500		
A	Annuale	ITE	Centro	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2013	823		
A	Annuale	ITE	Centro	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2023	592		
A	Annuale	ITE	Centro	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2013	6.8		
A	Annuale	ITE	Centro	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2023	4.9		
A	Annuale	ITE	Centro	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2013	7.9		
A	Annuale	ITE	Centro	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2023	5.8		
A	Annuale	ITE	Centro	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2013	13.5		
A	Annuale	ITE	Centro	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2023	8.8		
A	Annuale	ITE	Centro	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	11121		
A	Annuale	ITE	Centro	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	4800		
A	Annuale	ITE	Centro	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	14727		
A	Annuale	ITE	Centro	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	9400		
A	Annuale	ITE	Centro	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	25848		
A	Annuale	ITE	Centro	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	14201		
A	Annuale	ITE	Centro	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	15.8		
A	Annuale	ITE	Centro	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	9.6		
A	Annuale	ITE	Centro	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	17.9		
A	Annuale	ITE	Centro	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2023	15.9		
A	Annuale	ITE	Centro	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2013	18.5		
A	Annuale	ITE	Centro	HAUA_15	Numero medio di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	TOTAL	Totale	2023	15.8		
A	Annuale	ITE1	Toscana	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2013	222		
A	Annuale	ITE1	Toscana	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	DIRVOL	Volontariato non organizzato	2023	206		
A	Annuale	ITE1	Toscana	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2013	266		
A	Annuale	ITE1	Toscana	PGE15_UAAV	Persone di 15 anni e più che hanno svolto attività gratuite	ORGVOL	Volontariato organizzato	2023	243		
A	Annuale	ITE1	Toscana	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2013	6.8		
A	Annuale	ITE1	Toscana	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	DIRVOL	Volontariato non organizzato	2023	6.4		
A	Annuale	ITE1	Toscana	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2013	8.1		
A	Annuale	ITE1	Toscana	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	ORGVOL	Volontariato organizzato	2023	7.5		
A	Annuale	ITE1	Toscana	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2013	14		
A	Annuale	ITE1	Toscana	PGE15_UAPV	Persone di 15 anni e più che hanno svolto attività di volontariato (valori percentuali)	TOTAL	Totale	2023	11.3		
A	Annuale	ITE1	Toscana	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2013	3453		
A	Annuale	ITE1	Toscana	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	DIRVOL	Volontariato non organizzato	2023	1956		
A	Annuale	ITE1	Toscana	HUA_15	Numero di ore di volontariato svolte dalle persone di 15 anni e più in 4 settimane	ORGVOL	Volontariato organizzato	2013	5598		
